object_id,field,field_group,value,certainty,source_id,locator
IBI-007D77A72CEE,inscription_language,language,Mandaic,reported,SRC-72D809FB4249,text 089M; section pp. 103–146
IBI-009B8B1331CF,dimensions,dimensions,16.32 cm,reported,SRC-344728DC5548,DOI 10.25549/inscriptifact-ouc15259838
IBI-009B8B1331CF,material,material,Clay,reported,SRC-344728DC5548,DOI 10.25549/inscriptifact-ouc15259838
IBI-009B8B1331CF,provenance_summary,provenance,Unprovenanced,reported,SRC-344728DC5548,DOI 10.25549/inscriptifact-ouc15259838
IBI-009B8B1331CF,script_or_language,language,Syriac,reported,SRC-344728DC5548,DOI 10.25549/inscriptifact-ouc15259838
IBI-009F4BEB848B,current_location,location,Penn Museum,reported,SRC-469EB92E7F79,https://collections.penn.museum/collections/object/85195
IBI-009F4BEB848B,material,material,Ceramic; Ink,reported,SRC-469EB92E7F79,https://collections.penn.museum/collections/object/85195
IBI-00AF5AE402AB,catalogue_language_codes,language,heb,reported,SRC-168BAEA3242C,MMS 997008712547105171
IBI-00AF5AE402AB,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-168BAEA3242C,MMS 997008712547105171
IBI-00AF5AE402AB,dating,dating,400–899 CE,reported,SRC-168BAEA3242C,MMS 997008712547105171
IBI-00AF5AE402AB,dimensions,dimensions,Height 52 mm; source field ‘הקף’ 170 mm,reported,SRC-168BAEA3242C,MMS 997008712547105171
IBI-00D5EF90085E,catalogue_language_codes,language,heb,reported,SRC-CFD877FFC7B9,MMS 997008712407605171
IBI-00D5EF90085E,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-CFD877FFC7B9,MMS 997008712407605171
IBI-00D5EF90085E,dating,dating,400–899 CE,reported,SRC-CFD877FFC7B9,MMS 997008712407605171
IBI-00D5EF90085E,dimensions,dimensions,Height 51 mm; source field ‘הקף’ 160 mm,reported,SRC-CFD877FFC7B9,MMS 997008712407605171
IBI-00E095201103,current_location,location,Penn Museum,reported,SRC-172CBC220078,https://collections.penn.museum/collections/object/107954
IBI-00E095201103,material,material,Ceramic; Ink,reported,SRC-172CBC220078,https://collections.penn.museum/collections/object/107954
IBI-013FBB80706C,condition,condition,Broken and mended; a square fragment of text missing.,reported,SRC-943673B56FB8,"Catalogue, text 7, printed p. 322; PDF p. 328; description column"
IBI-013FBB80706C,current_or_reported_collection,location,Penn Museum,reported,SRC-943673B56FB8,"p. 322, item 7"
IBI-013FBB80706C,dimensions,dimensions,height 5.6 cm; diameter 15.7 cm,reported,SRC-943673B56FB8,"Catalogue, text 7, printed p. 322; PDF p. 328; size column (height by diameter)"
IBI-013FBB80706C,dimensions,dimensions,height 5.6 cm; diameter 15.7 cm,reported,SRC-943673B56FB8,"p. 322, item 7"
IBI-013FBB80706C,findspot,provenance,Nippur,reported,SRC-943673B56FB8,"p. 322, item 7"
IBI-013FBB80706C,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-943673B56FB8,"p. 322, item 7"
IBI-013FBB80706C,publication_register_identifier,publication,CBS 16007,reported,SRC-943673B56FB8,"Catalogue, text 7, printed p. 322; PDF p. 328; catalogue number column"
IBI-0169FFC4DF9F,biblical_quotation,biblical_intertexts,Zechariah 3:2,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/176
IBI-0169FFC4DF9F,current_location,location,The Schøyen Collection,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/176
IBI-01B582E3244E,inscription_language,language,Syriac?,uncertain,SRC-72D809FB4249,text 119ES; section pp. 147–149
IBI-01CFAFC981BF,client,client,Ngray,reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,current_location,location,"Kelsey Museum of Archaeology, University of Michigan",reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,dating,dating,circa 3rd century CE,reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,excavation_context,provenance,American excavations at Seleucia,reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,findspot,provenance,"Seleucia, Iraq",reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,iconography,visual,Figure wearing an amulet and a key pendant,reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,inscription_language,language,Aramaic,reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01CFAFC981BF,text_purpose,ritual,Protection from illness,reported,SRC-AFDBED16E322,"p. 38, object KM 19504"
IBI-01E84A54F778,condition,condition,fragmentary,reported,SRC-3A8095B6D794,index entry BM066A
IBI-01F4DCFD953A,script,script,Pseudo-script,reported,SRC-72D809FB4249,text 130Ps; section pp. 150–162
IBI-01F91982BC30,current_location,location,Penn Museum,reported,SRC-69724CEA37F1,https://collections.penn.museum/collections/object/313325
IBI-01F91982BC30,material,material,Ceramic Ink,reported,SRC-69724CEA37F1,https://collections.penn.museum/collections/object/313325
IBI-021B030E5BF0,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 035A; section pp. 43–102
IBI-021C540426A3,client,client,Abdrahman son of Mishya and Bashnira daughter of Shahafrid,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,condition,condition,Fair; repaired and incomplete,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-27
IBI-021C540426A3,current_location,location,The British Museum,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-27
IBI-021C540426A3,dating,dating,6thC–8thC,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,dimensions,dimensions,Diameter 16.80 cm; depth 4.10 cm,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,findspot,provenance,Tell Ibrahim (Kutha),reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,findspot,provenance,Excavated/Findspot: Tell Ibrahim (Kutha),reported,SRC-3D4B57D27A24,Related objects: 1980-0415-27
IBI-021C540426A3,inscription_language,language,Mandaic,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,material,material,pottery,reported,SRC-7DC4EF76EB0C,object W_1980-0415-27
IBI-021C540426A3,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-27
IBI-021C540426A3,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-27
IBI-023E358F613C,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-22
IBI-023E358F613C,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-22
IBI-023E358F613C,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-22
IBI-023E358F613C,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-22
IBI-023E77FA4EA0,biblical_quotations,biblical_intertexts,"[""Exod. 23.21"", ""Isa. 50.11"", ""Ps. 91.11"", ""Ps. 116.6"", ""Dan. 7.11""]",reported,SRC-73C44B143A9D,"p. 160, distribution table, M 164"
IBI-023E77FA4EA0,current_or_reported_collection,location,Moussaieff Collection,reported,SRC-73C44B143A9D,"p. 160, distribution table, M 164"
IBI-023E77FA4EA0,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 160, distribution table, M 164"
IBI-025E789F4093,catalogue_language_codes,language,heb,reported,SRC-A56992E5AE90,MMS 997008712395605171
IBI-025E789F4093,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-A56992E5AE90,MMS 997008712395605171
IBI-025E789F4093,dating,dating,400–899 CE,reported,SRC-A56992E5AE90,MMS 997008712395605171
IBI-025E789F4093,dimensions,dimensions,Height 73 mm; source field ‘הקף’ 180 mm,reported,SRC-A56992E5AE90,MMS 997008712395605171
IBI-02C3017F6BC7,current_location,location,Penn Museum,reported,SRC-09283C43A93B,https://collections.penn.museum/collections/object/14388
IBI-02C3017F6BC7,material,material,Ceramic; Ink,reported,SRC-09283C43A93B,https://collections.penn.museum/collections/object/14388
IBI-035BA4ABBE6D,bibliography,publication,"Ford 2014, Aula Orientalis 32/2: 235–263; p. 256; figures 25–26, pp. 259–260",reported,SRC-FORD2014-AUOR,"p. 256; figures 25–26, pp. 259–260"
IBI-035BA4ABBE6D,catalogue_concordance,publication,Museo Sefardí 1073 is the bowl designated ac-msef by Martínez Borobio 2003,reported,SRC-FORD2014-AUOR,p. 253 and n. 56
IBI-035BA4ABBE6D,clients,client,"Aspa son of Hoba and his wife, daughter of Immi",reported,SRC-25F456A40523,pp. 323–336; AC-MSEF
IBI-035BA4ABBE6D,current_location,location,Museo Sefardí de Toledo,reported,SRC-25F456A40523,pp. 323–336; AC-MSEF
IBI-035BA4ABBE6D,current_location,location,"Museo Sefardí de Toledo, Spain",reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,dating,dating,About the 6th century CE,reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,dating,dating,circa 6th century CE,reported,SRC-25F456A40523,pp. 323–336; AC-MSEF
IBI-035BA4ABBE6D,dimensions,dimensions,Opening diameter 15 cm; depth 5.6 cm,reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,dimensions,dimensions,15 cm diameter × 5.6 cm depth,reported,SRC-25F456A40523,pp. 323–336; AC-MSEF
IBI-035BA4ABBE6D,inscription_extent,text_form,10 lines,reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-25F456A40523,pp. 323–336; AC-MSEF
IBI-035BA4ABBE6D,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,line_count,text_form,10,reported,SRC-25F456A40523,pp. 323–336; AC-MSEF
IBI-035BA4ABBE6D,material,material,Yellowish baked clay,reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,origin,provenance,Southern Iraq or bordering Iran,reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-035BA4ABBE6D,text_purpose,ritual,"Protection of named beneficiaries from harmful spirits, including the expulsion of Lilith Hablas",reported,SRC-25F456A40523,"pp. 323–336, bowl AC-MSEF"
IBI-03DD4136BA32,current_location,location,"State Hermitage Museum, St. Petersburg",reported,SRC-EB27DA285DC5,"bowl S-446, pp. 283–316"
IBI-046C568A20AD,biblical_quotations,biblical_intertexts,"[""Jer. 2.1"", ""Jer. 2.2"", ""Jer. 2.3"", ""Ezek. 21.21-22""]",reported,SRC-73C44B143A9D,"p. 161, distribution table, A33965"
IBI-046C568A20AD,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 161, distribution table, A33965"
IBI-0486433C4AA1,biblical_quotations,biblical_intertexts,"[""Exod. 15.3"", ""Ps. 24.8"", ""Ps. 104.20"", ""Ps. 10.16"", ""Ps. 93.1"", ""Exod. 15.18""]",reported,SRC-73C44B143A9D,"p. 156, distribution table, JBA 07"
IBI-0486433C4AA1,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 156, distribution table, JBA 07"
IBI-0486433C4AA1,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 156, distribution table, JBA 07"
IBI-0491BFEF65A7,biblical_quotation,biblical_intertexts,Zechariah 3:2,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/243
IBI-0491BFEF65A7,current_location,location,The Schøyen Collection,reported,SRC-C54888E36130,MS 2053/196 context: MS 2053/243
IBI-04E65150CB94,client,client,Ḥušaʾa son of Šīlta,reported,SRC-8EBCA8FEF9B5,"Auction 32, lot 153"
IBI-04E65150CB94,dating,dating,5th–7th century CE,reported,SRC-8EBCA8FEF9B5,"Auction 32, lot 153"
IBI-04E65150CB94,dimensions,dimensions,Diameter 17.5 cm; height 7.5 cm,reported,SRC-8EBCA8FEF9B5,"Auction 32, lot 153"
IBI-04E65150CB94,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-8EBCA8FEF9B5,"Auction 32, lot 153"
IBI-04E65150CB94,material,material,Pottery,reported,SRC-8EBCA8FEF9B5,"Auction 32, lot 153"
IBI-04E65150CB94,text_purpose,ritual,"Protection and prosperity for the client's house, threshold, and shop",reported,SRC-8EBCA8FEF9B5,"Auction 32, lot 153"
IBI-04F3BDA44F08,current_location,location,Penn Museum,reported,SRC-4A369F5B1473,https://collections.penn.museum/collections/object/166401
IBI-04F3BDA44F08,material,material,Ceramic Ink,reported,SRC-4A369F5B1473,https://collections.penn.museum/collections/object/166401
IBI-0585D0CB4219,biblical_quotations,biblical_intertexts,"[""Prov. 3.4""]",reported,SRC-73C44B143A9D,"p. 160, distribution table, MS 1927/2"
IBI-0585D0CB4219,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 160, distribution table, MS 1927/2"
IBI-0585D0CB4219,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 160, distribution table, MS 1927/2"
IBI-05936B466DF6,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 1, item 2"
IBI-05936B466DF6,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 1, item 2"
IBI-05947CF402DF,catalogue_language_codes,language,heb,reported,SRC-BD180D70F5A2,MMS 997008712545605171
IBI-05947CF402DF,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-BD180D70F5A2,MMS 997008712545605171
IBI-05947CF402DF,dating,dating,400–899 CE,reported,SRC-BD180D70F5A2,MMS 997008712545605171
IBI-05947CF402DF,dimensions,dimensions,Height 76 mm; source field ‘הקף’ 158 mm,reported,SRC-BD180D70F5A2,MMS 997008712545605171
IBI-05D1CD7549AE,current_location,location,Penn Museum,reported,SRC-4546F3685418,https://collections.penn.museum/collections/object/223847
IBI-05D1CD7549AE,material,material,Ceramic,reported,SRC-4546F3685418,https://collections.penn.museum/collections/object/223847
IBI-05F37B54B501,catalogue_language_codes,language,heb,reported,SRC-F1C5AEABA349,MMS 997008712400405171
IBI-05F37B54B501,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-F1C5AEABA349,MMS 997008712400405171
IBI-05F37B54B501,dating,dating,400–899 CE,reported,SRC-F1C5AEABA349,MMS 997008712400405171
IBI-05F37B54B501,dimensions,dimensions,Height 66 mm; source field ‘הקף’ 158 mm,reported,SRC-F1C5AEABA349,MMS 997008712400405171
IBI-05FC5CD699B5,catalogue_language_codes,language,heb,reported,SRC-2CD1B5E5420D,MMS 997008712409605171
IBI-05FC5CD699B5,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-2CD1B5E5420D,MMS 997008712409605171
IBI-05FC5CD699B5,dating,dating,400–899 CE,reported,SRC-2CD1B5E5420D,MMS 997008712409605171
IBI-05FC5CD699B5,dimensions,dimensions,Height 74 mm; source field ‘הקף’ 148 mm,reported,SRC-2CD1B5E5420D,MMS 997008712409605171
IBI-06712C7D2130,current_or_reported_collection,location,"Frau Professor Hilprecht Collection, Jena",reported,SRC-6D313A7AA389,"p. 2, item 26"
IBI-06712C7D2130,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 2, item 26"
IBI-06712C7D2130,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 2, item 26"
IBI-06BD95937A55,current_location,location,Penn Museum,reported,SRC-BB8D18967A1E,https://collections.penn.museum/collections/object/132910
IBI-06BD95937A55,material,material,Ceramic; Ink,reported,SRC-BB8D18967A1E,https://collections.penn.museum/collections/object/132910
IBI-06D9A3E90FA7,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1851-1009-102
IBI-06D9A3E90FA7,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1851-1009-102
IBI-06D9A3E90FA7,findspot,provenance,Found/Acquired: Babylon (historic - Iraq),reported,SRC-3D4B57D27A24,Related objects: 1851-1009-102
IBI-06D9A3E90FA7,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1851-1009-102
IBI-06D9A3E90FA7,production_place,provenance,"Made in: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1851-1009-102
IBI-06DF28395D0E,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-n
IBI-06DF28395D0E,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-n
IBI-06DF28395D0E,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-n
IBI-06DF28395D0E,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-n
IBI-06DF28395D0E,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-31-n
IBI-070B31F47013,biblical_quotations,biblical_intertexts,"[""Num. 9.23"", ""Deut. 6.4"", ""Zech. 3.2"", ""Ps. 91.1""]",reported,SRC-73C44B143A9D,"p. 159, distribution table, Aaron B"
IBI-070B31F47013,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 159, distribution table, Aaron B"
IBI-071DAEFA6D11,biblical_quotations,biblical_intertexts,"[""Exod. 15.3"", ""Ps. 104.20""]",reported,SRC-73C44B143A9D,"p. 156, distribution table, JBA 02"
IBI-071DAEFA6D11,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 156, distribution table, JBA 02"
IBI-071DAEFA6D11,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 156, distribution table, JBA 02"
IBI-073B6E935D3A,current_location,location,"Frau Professor Hilprecht Collection, Friedrich Schiller University Jena",reported,SRC-8D2E14DCB3BB,dc00001088
IBI-073B6E935D3A,dating,dating,500–700 CE,reported,SRC-8D2E14DCB3BB,dc00001088
IBI-073B6E935D3A,dimensions,dimensions,Height 6.5 cm; diameter 17.2 cm,reported,SRC-8D2E14DCB3BB,dc00001088
IBI-073B6E935D3A,findspot,provenance,"Nippur, Iraq",reported,SRC-8D2E14DCB3BB,dc00001088
IBI-074BAE1D8DED,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 053A; section pp. 43–102
IBI-0764D67E1597,current_location,location,Penn Museum,reported,SRC-503EEAA1BBBC,https://collections.penn.museum/collections/object/67591
IBI-0764D67E1597,material,material,Ceramic; Ink,reported,SRC-503EEAA1BBBC,https://collections.penn.museum/collections/object/67591
IBI-078201A1B578,current_or_reported_collection,location,Musée du Louvre,reported,SRC-6D313A7AA389,"p. 2, item 20"
IBI-078201A1B578,inscription_language,language,Syriac,reported,SRC-6D313A7AA389,"p. 2, item 20"
IBI-078201A1B578,script,script,Syriac ‘Manichaean’ script,reported,SRC-6D313A7AA389,"p. 2, item 20"
IBI-079F0B82D514,condition,condition,Perfect.,reported,SRC-943673B56FB8,"Catalogue, text 31, printed p. 325; PDF p. 331; description column"
IBI-079F0B82D514,current_or_reported_collection,location,Penn Museum,reported,SRC-943673B56FB8,"p. 325, item 31"
IBI-079F0B82D514,dimensions,dimensions,height 6.6 cm; diameter 16 cm,reported,SRC-943673B56FB8,"p. 325, item 31"
IBI-079F0B82D514,dimensions,dimensions,height 6.6 cm; diameter 16 cm,reported,SRC-943673B56FB8,"Catalogue, text 31, printed p. 325; PDF p. 331; size column (height by diameter)"
IBI-079F0B82D514,findspot,provenance,Nippur,reported,SRC-943673B56FB8,"p. 325, item 31"
IBI-079F0B82D514,inscription_language,language,Syriac,reported,SRC-943673B56FB8,"p. 325, item 31"
IBI-079F0B82D514,publication_register_identifier,publication,CBS 9008,reported,SRC-943673B56FB8,"Catalogue, text 31, printed p. 325; PDF p. 331; catalogue number column"
IBI-07EF97A1DD2B,catalogue_language_codes,language,heb,reported,SRC-6AA8AE0B4D4D,MMS 997008712544405171
IBI-07EF97A1DD2B,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-6AA8AE0B4D4D,MMS 997008712544405171
IBI-07EF97A1DD2B,dating,dating,400–899 CE,reported,SRC-6AA8AE0B4D4D,MMS 997008712544405171
IBI-07EF97A1DD2B,dimensions,dimensions,Height 89 mm; source field ‘הקף’ 180 mm,reported,SRC-6AA8AE0B4D4D,MMS 997008712544405171
IBI-0812604AAFBD,condition,condition,Fair,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-2
IBI-0812604AAFBD,current_location,location,The British Museum,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-2
IBI-0812604AAFBD,dating,dating,6thC–8thC,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,dimensions,dimensions,Diameter 18.20 cm; depth 5.80 cm,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,findspot,provenance,"Excavated/Findspot: Iraq, South",reported,SRC-3D4B57D27A24,Related objects: 1886-0109-2
IBI-0812604AAFBD,findspot,provenance,"Iraq, South",reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,inscription_language,language,Aramaic with Hebrew biblical passages,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,material,material,pottery,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-0812604AAFBD,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-2
IBI-0812604AAFBD,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-2
IBI-0812604AAFBD,text_purpose,ritual,Adversarial magic against Zutra son of Ukkamay,reported,SRC-C0144EA934D5,object W_1886-0109-2
IBI-087C6E4D7329,biblical_quotations,biblical_intertexts,"[""Ps. 125.2""]",reported,SRC-73C44B143A9D,"p. 153, distribution table, Isbell 19"
IBI-087C6E4D7329,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 153, distribution table, Isbell 19"
IBI-08C9C37BE59B,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-13
IBI-08C9C37BE59B,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-13
IBI-08C9C37BE59B,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-13
IBI-08C9C37BE59B,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1980-0415-13
IBI-08DEAA97DEFF,collection_history,provenance,Donated by Avigdor Klagsbald,reported,SRC-BCC98AAE8C40,article: bowl 2 of seven-object Klagsbald donation
IBI-08DEAA97DEFF,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-BCC98AAE8C40,article: bowl 2 of seven-object Klagsbald donation
IBI-08E893BAB0D7,current_location,location,"State Hermitage Museum, St. Petersburg",reported,SRC-EB27DA285DC5,"bowl S-442, pp. 283–316"
IBI-090537791C38,catalogue_language_codes,language,heb,reported,SRC-F9F85D27F191,MMS 997008712407805171
IBI-090537791C38,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-F9F85D27F191,MMS 997008712407805171
IBI-090537791C38,dating,dating,400–899 CE,reported,SRC-F9F85D27F191,MMS 997008712407805171
IBI-090537791C38,dimensions,dimensions,Height 59 mm; source field ‘הקף’ 160 mm,reported,SRC-F9F85D27F191,MMS 997008712407805171
IBI-09AF8E775E18,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 038A; section pp. 43–102
IBI-09B23B2CE047,current_or_reported_collection,location,"Private collection, Berlin",reported,SRC-A90AB34CA3FE,"p. 134, note 546"
IBI-09B23B2CE047,handwriting_attribution,practitioner,Dukhtīč daughter of Bahāroy,reported,SRC-A90AB34CA3FE,"p. 134, note 546"
IBI-09B23B2CE047,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-A90AB34CA3FE,"p. 134, note 546"
IBI-09B23B2CE047,text_tradition,ritual,Semamit historiola,reported,SRC-A90AB34CA3FE,"p. 134, note 546"
IBI-09C22FFFD031,attributed_author,practitioner,Komiš daughter of Mahlafta,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 1"
IBI-09C22FFFD031,current_or_reported_collection,location,Penn Museum,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 1"
IBI-09C22FFFD031,formula_genre,ritual,Divorce document,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 1"
IBI-09C22FFFD031,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-A90AB34CA3FE,"p. 102, table 6, NFP 1"
IBI-0A0808CD163E,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 048A; section pp. 43–102
IBI-0A183C0D3DA4,current_location,location,The British Museum,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-17
IBI-0A183C0D3DA4,dating,dating,6thC-8thC,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-17
IBI-0A183C0D3DA4,findspot,provenance,Found/Acquired: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-17
IBI-0A183C0D3DA4,period,dating,Late-Post Sasanian,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-17
IBI-0A183C0D3DA4,production_place,provenance,Made in: Iraq,reported,SRC-3D4B57D27A24,Related objects: 1886-0109-17
IBI-0A4638EC11A0,inscription_language,language,Aramaic,reported,SRC-72D809FB4249,text 019A; section pp. 43–102
IBI-0A4D195A6EE6,collection_history,provenance,Donated by Avigdor Klagsbald,reported,SRC-BCC98AAE8C40,article: bowl 3 of seven-object Klagsbald donation
IBI-0A4D195A6EE6,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-BCC98AAE8C40,article: bowl 3 of seven-object Klagsbald donation
IBI-0AD30C169821,catalogue_language_codes,language,heb,reported,SRC-F5816C7D10FC,MMS 997008712545405171
IBI-0AD30C169821,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-F5816C7D10FC,MMS 997008712545405171
IBI-0AD30C169821,dating,dating,400–899 CE,reported,SRC-F5816C7D10FC,MMS 997008712545405171
IBI-0AD30C169821,dimensions,dimensions,Height 71 mm; source field ‘הקף’ 165 mm,reported,SRC-F5816C7D10FC,MMS 997008712545405171
IBI-0B9D7E67D854,biblical_quotations,biblical_intertexts,"[""Num. 9.23"", ""Exek. 32.27""]",reported,SRC-73C44B143A9D,"p. 154, distribution table, MSF 22"
IBI-0B9D7E67D854,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 154, distribution table, MSF 22"
IBI-0BF39B9EA89F,biblical_quotations,biblical_intertexts,"[""Isa. 50.11"", ""Ps. 125.2""]",reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 113"
IBI-0BF39B9EA89F,current_or_reported_collection,location,The Schøyen Collection,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 113"
IBI-0BF39B9EA89F,inscription_language,language,Jewish Babylonian Aramaic,reported,SRC-73C44B143A9D,"p. 158, distribution table, JBA 113"
IBI-0C49F8862A63,catalogue_language_codes,language,heb,reported,SRC-411F8CB07388,MMS 997008712395205171
IBI-0C49F8862A63,current_location,location,"National Library of Israel, Jerusalem",reported,SRC-411F8CB07388,MMS 997008712395205171
