id,label,object_type,record_status,authenticity
IBI-00411C86E8C1,Apotropaic index CAIB68,uncertain,candidate,unassessed
IBI-007D77A72CEE,089M,whole_bowl,probable,accepted
IBI-009B8B1331CF,InscriptiFact dataset 15259838,uncertain,candidate,unassessed
IBI-009F4BEB848B,Penn B2958: Hebrew Bowl,fragment,candidate,unassessed
IBI-00AF5AE402AB,NLI incantation bowl 120 (Ms. Heb. 9467.83),whole_bowl,confirmed,unassessed
IBI-00D5EF90085E,NLI incantation bowl 165 (Ms. Heb. 9467.62),whole_bowl,confirmed,unassessed
IBI-00E095201103,Penn B8692: Hebrew Bowl,fragment,candidate,unassessed
IBI-013FBB80706C,CBS 16007,whole_bowl,probable,accepted
IBI-0169FFC4DF9F,Schøyen MS 2053/176 (context citation),uncertain,candidate,unassessed
IBI-01B582E3244E,119ES,whole_bowl,probable,accepted
IBI-01CFAFC981BF,Kelsey Museum KM 19504,whole_bowl,confirmed,accepted
IBI-01E84A54F778,Apotropaic index BM066A,fragment,candidate,unassessed
IBI-01F4DCFD953A,130Ps,whole_bowl,probable,pseudo_script
IBI-01F91982BC30,Penn B6357: Hebrew Bowl Sherd,whole_bowl,candidate,unassessed
IBI-021B030E5BF0,035A,whole_bowl,probable,accepted
IBI-021C540426A3,British Museum 117880: incantation bowl,whole_bowl,probable,unassessed
IBI-023E358F613C,British Museum 117875: incantation bowl,whole_bowl,probable,unassessed
IBI-023E77FA4EA0,Waller 2022: M 164,whole_bowl,probable,accepted
IBI-025E789F4093,NLI incantation bowl 42 (Ms. Heb. 9467.167),whole_bowl,confirmed,unassessed
IBI-02B43ABF13D9,Apotropaic index AIT12,uncertain,candidate,unassessed
IBI-02C3017F6BC7,Penn B16043: Hebrew Bowl,fragment,candidate,unassessed
IBI-035BA4ABBE6D,Museo Sefardí de Toledo AC-MSEF,whole_bowl,confirmed,accepted
IBI-03D1831C4F52,Apotropaic index C10-118,uncertain,candidate,unassessed
IBI-03DD4136BA32,State Hermitage Museum S-446,whole_bowl,confirmed,accepted
IBI-046C568A20AD,Waller 2022: A33965,whole_bowl,probable,accepted
IBI-0486433C4AA1,Waller 2022: JBA 07,whole_bowl,probable,accepted
IBI-0491BFEF65A7,Schøyen MS 2053/243 (context citation),uncertain,candidate,unassessed
IBI-04E65150CB94,Kedem Auction 32 lot 153,whole_bowl,candidate,unassessed
IBI-04F3BDA44F08,Penn B2980: Hebrew Bowl,fragment,candidate,unassessed
IBI-050C99E9C3F3,Apotropaic index MS2053/249,uncertain,candidate,unassessed
IBI-0585D0CB4219,Waller 2022: MS 1927/2,whole_bowl,probable,accepted
IBI-05936B466DF6,Semitics/ICOR Collections H 156,whole_bowl,probable,accepted
IBI-05947CF402DF,NLI incantation bowl 135 (Ms. Heb. 9467.143),whole_bowl,confirmed,unassessed
IBI-05D1CD7549AE,Penn B2954: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-05F37B54B501,NLI incantation bowl 190 (Ms. Heb. 9467.162),whole_bowl,confirmed,unassessed
IBI-05FC5CD699B5,NLI incantation bowl 213 (Ms. Heb. 9467.27),whole_bowl,confirmed,unassessed
IBI-06712C7D2130,HS 3053,whole_bowl,probable,accepted
IBI-06BD95937A55,Penn B2933: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-06D9A3E90FA7,"British Museum 1851,1009.102: incantation bowl",whole_bowl,probable,unassessed
IBI-06DF28395D0E,"British Museum 1980,0415.31.n: incantation bowl",whole_bowl,probable,unassessed
IBI-070B31F47013,Waller 2022: Aaron B,whole_bowl,probable,accepted
IBI-071DAEFA6D11,Waller 2022: JBA 02,whole_bowl,probable,accepted
IBI-07301A4A71CD,Apotropaic index AMBB9,uncertain,candidate,unassessed
IBI-073B6E935D3A,Hilprecht Collection HS 3040,whole_bowl,confirmed,accepted
IBI-074BAE1D8DED,053A,whole_bowl,probable,accepted
IBI-0764D67E1597,Penn B2950: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-078201A1B578,AO 17.284,whole_bowl,probable,accepted
IBI-079F0B82D514,CBS 9008,whole_bowl,probable,accepted
IBI-07AB8EBC54E5,Apotropaic index MS1927/64,uncertain,candidate,unassessed
IBI-07EF97A1DD2B,NLI incantation bowl 147 (Ms. Heb. 9467.189),whole_bowl,confirmed,unassessed
IBI-0812604AAFBD,British Museum 91767: incantation bowl,whole_bowl,probable,unassessed
IBI-087C6E4D7329,Waller 2022: Isbell 19,whole_bowl,probable,accepted
IBI-08C9C37BE59B,British Museum 91757: incantation bowl,whole_bowl,probable,unassessed
IBI-08DEAA97DEFF,NLI Klagsbald donation component 2,whole_bowl,candidate,unassessed
IBI-08E893BAB0D7,State Hermitage Museum S-442,whole_bowl,confirmed,accepted
IBI-090537791C38,NLI incantation bowl 164 (Ms. Heb. 9467.58),whole_bowl,confirmed,unassessed
IBI-09AF8E775E18,038A,whole_bowl,probable,accepted
IBI-09B23B2CE047,HS 3003,lost_or_unlocated,probable,accepted
IBI-09C22FFFD031,CBS 2922,whole_bowl,probable,accepted
IBI-0A03F807EB9D,Apotropaic index MS2053/188,uncertain,candidate,unassessed
IBI-0A0808CD163E,048A,whole_bowl,probable,accepted
IBI-0A183C0D3DA4,British Museum 91752: incantation bowl,whole_bowl,probable,unassessed
IBI-0A4638EC11A0,019A,whole_bowl,probable,accepted
IBI-0A4D195A6EE6,NLI Klagsbald donation component 3,whole_bowl,candidate,unassessed
IBI-0AD30C169821,NLI incantation bowl 137 (Ms. Heb. 9467.149),whole_bowl,confirmed,unassessed
IBI-0B93002906B1,Apotropaic index MNdAO1,uncertain,candidate,unassessed
IBI-0B9D7E67D854,Waller 2022: MSF 22,whole_bowl,probable,accepted
IBI-0BF39B9EA89F,Waller 2022: JBA 113,whole_bowl,probable,accepted
IBI-0C49F8862A63,NLI incantation bowl 46 (Ms. Heb. 9467.183),whole_bowl,confirmed,unassessed
IBI-0C53EA838205,NLI Ms. Heb. 9467.163,whole_bowl,probable,unassessed
IBI-0C91DE9D2AEC,Apollo Art Auctions 2026 lot 917 warrior bowl,whole_bowl,candidate,unassessed
IBI-0C99418FFC4A,Apotropaic index MS1927/45,uncertain,candidate,unassessed
IBI-0CCA2AA505A8,Apotropaic index CAIB64,uncertain,candidate,unassessed
IBI-0CDECCBBB862,Waller 2022: M 117,whole_bowl,probable,accepted
IBI-0D8026ACFDC0,CBS 16020,whole_bowl,probable,accepted
IBI-0DB8391E62FC,Penn B6349: Hebrew Bowl Sherd,whole_bowl,candidate,unassessed
IBI-0DC2EC6BA78F,British Museum 91753: incantation bowl,whole_bowl,probable,unassessed
IBI-0DDAE5D941C5,"British Museum 1980,0415.31.k: incantation bowl",whole_bowl,probable,unassessed
IBI-0DDF3246CBCA,Penn B16087: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-0DE175753ED8,British Museum 132168: incantation bowl,whole_bowl,probable,unassessed
IBI-0DF80F9636D2,Apotropaic index IM9731,fragment,candidate,unassessed
IBI-0E5246C8CD17,NLI incantation bowl 28 (Ms. Heb. 9467.110),whole_bowl,confirmed,unassessed
IBI-0E52F216A762,NLI incantation bowl 168 (Ms. Heb. 9467.74),whole_bowl,confirmed,unassessed
IBI-0E7150957331,Penn B6356: Hebrew Bowl,fragment,candidate,unassessed
IBI-0E8D5532FA13,Apotropaic index BM061A,fragment,candidate,unassessed
IBI-0EA741BCC672,Waller 2022: CAMIB 65,whole_bowl,probable,accepted
IBI-0EC7827D64A8,Waller 2022: AMB 09,whole_bowl,probable,accepted
IBI-0EECB81B329A,Apotropaic index MS1929/16,uncertain,candidate,unassessed
IBI-0F181E2EF9E1,British Museum 102982: incantation bowl,whole_bowl,probable,unassessed
IBI-0F6031C5921B,NLI incantation bowl 73 (Ms. Heb. 9467.104),whole_bowl,confirmed,unassessed
IBI-0F72CC248889,InscriptiFact dataset 1STO1540648,uncertain,candidate,unassessed
IBI-0F792FD4A54F,British Museum 91756: incantation bowl,whole_bowl,probable,unassessed
IBI-0F8B15FDC9FA,British Museum 117869: incantation bowl,whole_bowl,probable,unassessed
IBI-0FA43D3D3845,Apotropaic index ABE,uncertain,candidate,unassessed
IBI-1000B6CDC792,Penn B6352: Hebrew Bowl,fragment,candidate,unassessed
IBI-103744835B8E,Penn B13187: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-104CE733FB6E,Apollo Art Auctions lot 1419 right bowl,whole_bowl,candidate,unassessed
IBI-10736F9D0281,NLI incantation bowl 6 (Ms. Heb. 9467.15),whole_bowl,confirmed,unassessed
IBI-1096AC7149EC,Waller 2022: JBA 12,whole_bowl,probable,accepted
IBI-10A05AFD0BE2,Penn B2922: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-10F62BE5F176,Penn 34-3-1: Hebrew Bowl,whole_bowl,candidate,pseudo_script
IBI-110CE4A42E40,Apotropaic index MSFB19,uncertain,candidate,unassessed
IBI-11589900B7B0,British Museum 91758: incantation bowl,whole_bowl,probable,unassessed
IBI-116EB49D9B12,NLI incantation bowl 177 (Ms. Heb. 9467.109),whole_bowl,confirmed,unassessed
IBI-11735829BDED,Waller 2022: JBA 87,whole_bowl,probable,accepted
IBI-1196B85EC89E,Apotropaic index IM11113,fragment,candidate,unassessed
IBI-11E2055B3482,Apotropaic index MS2053/64,uncertain,candidate,unassessed
IBI-11FC2F150C46,Waller 2022: JBA 73,whole_bowl,probable,accepted
IBI-121D02E69051,NLI incantation bowl 82 (Ms. Heb. 9467.148),whole_bowl,confirmed,unassessed
IBI-1255BB27ADF4,094M,whole_bowl,probable,accepted
IBI-12617DC13FC0,Success-in-business bowl SD 34,whole_bowl,probable,unassessed
IBI-1276CBE352E3,Apollo Art Auctions lot 1419 centre bowl,whole_bowl,candidate,unassessed
IBI-1288C462A766,NLI incantation bowl 88 (Ms. Heb. 9467.172),whole_bowl,confirmed,unassessed
IBI-12A92BD58AA2,British Museum 91763: incantation bowl,whole_bowl,probable,unassessed
IBI-12E9DEF48BE8,Waller 2022: HS 3027,whole_bowl,probable,accepted
IBI-130DFB1D1802,Penn B16063: Hebrew Bowl,fragment,candidate,unassessed
IBI-131463D92B2C,HS 3066,whole_bowl,probable,accepted
IBI-1355E0808717,Penn 85-48-905: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-136F2CFA2ADD,Apotropaic index IsIAOJA,uncertain,candidate,unassessed
IBI-13A6F72CD6F0,British Museum 131669: incantation bowl,whole_bowl,probable,unassessed
IBI-13B2242254BB,British Museum 91743: incantation bowl,whole_bowl,probable,unassessed
IBI-13F4F4F65D1E,Penn B16010: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-1417A2ECD0F9,Waller 2022: Aaron F,whole_bowl,probable,accepted
IBI-146141958966,Apollo Art Auctions / Barnebys closed lot 3 August 2025,whole_bowl,candidate,unassessed
IBI-1482A1A5029F,067A,whole_bowl,probable,accepted
IBI-148B8110021B,British Museum 117881: incantation bowl,whole_bowl,probable,unassessed
IBI-14DE93A591AB,032A,whole_bowl,probable,accepted
IBI-15446E13F965,NLI incantation bowl 134 (Ms. Heb. 9467.139),whole_bowl,confirmed,unassessed
IBI-158E425708DC,NLI incantation bowl 183 (Ms. Heb. 9467.133),whole_bowl,confirmed,unassessed
IBI-15E5F5F51C15,InscriptiFact dataset 15260339,uncertain,candidate,unassessed
IBI-15FA5AB2FD95,023A,whole_bowl,probable,accepted
IBI-16003DD63F46,086M,whole_bowl,probable,accepted
IBI-16049F29E520,NLI incantation bowl 176 (Ms. Heb. 9467.105),whole_bowl,confirmed,unassessed
IBI-160D40AE5C30,Waller 2022: MS 1927/9,whole_bowl,probable,accepted
IBI-1656F37F943F,NLI incantation bowl 18 (Ms. Heb. 9467.69),whole_bowl,confirmed,unassessed
IBI-16895A57D419,Nippur Excavation 11 N 7,whole_bowl,probable,accepted
IBI-16929A0457B2,NLI incantation bowl 79 (Ms. Heb. 9467.136),whole_bowl,confirmed,unassessed
IBI-16D03874CAB3,NLI incantation bowl 140 (Ms. Heb. 9467.161),whole_bowl,confirmed,unassessed
IBI-16D19CDC2E71,Penn B16036: Hebrew Bowl,fragment,candidate,unassessed
IBI-16F45724A603,NLI incantation bowl 138 (Ms. Heb. 9467.153),whole_bowl,confirmed,unassessed
IBI-171905420AEE,Penn B6366: Hebrew Bowl,fragment,candidate,unassessed
IBI-173C87065236,Apotropaic index Gor2,uncertain,candidate,unassessed
IBI-178BA6C8C6EF,Apotropaic index BM071A,fragment,candidate,unassessed
IBI-179214179AA4,M24,whole_bowl,probable,unassessed
IBI-17A84EB70872,ISAC Museum A32675,whole_bowl,confirmed,pseudo_script
IBI-17B3C6565520,NLI incantation bowl 72 (Ms. Heb. 9467.100),whole_bowl,confirmed,unassessed
IBI-17B5BAA1746B,Nippur Excavation 12 N 5,whole_bowl,probable,accepted
IBI-17BB2C48B051,Ābgīne Museum 109–S,whole_bowl,confirmed,accepted
IBI-17CAC92E4C51,030A,whole_bowl,probable,accepted
IBI-17E201FE4602,071A,whole_bowl,probable,accepted
IBI-18453A93A7E2,Hilprecht Collection HS 3048,whole_bowl,confirmed,accepted
IBI-185FCCE03C08,British Museum 91775: incantation bowl,whole_bowl,probable,unassessed
IBI-189465D21A81,British Museum 102984: incantation bowl,whole_bowl,probable,unassessed
IBI-18B688C301FD,Penn B2978: Hebrew Bowl,fragment,candidate,unassessed
IBI-18D560D6B24D,British Museum 103356: incantation bowl,whole_bowl,probable,unassessed
IBI-193FF4627DC7,JNF 188,lost_or_unlocated,probable,accepted
IBI-19825182523D,Apotropaic index A17877,uncertain,candidate,unassessed
IBI-19E101F5D705,Waller 2022: AMB 11,whole_bowl,probable,accepted
IBI-19F212ABD00E,Penn B2932: Hebrew Bowl,fragment,candidate,unassessed
IBI-19FEDBE86525,Apotropaic index ABD,uncertain,candidate,unassessed
IBI-1A098436B031,CBS 9012,whole_bowl,probable,accepted
IBI-1A2C37C1994B,Waller 2022: VA 3853,whole_bowl,probable,accepted
IBI-1A5EEE1F1990,Penn B16100: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-1A838B4D55F0,Penn B16099: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-1AA57FC2F33B,Penn B16076: Hebrew Bowl,fragment,candidate,unassessed
IBI-1AAF876317AA,131Ps,whole_bowl,probable,pseudo_script
IBI-1ABF133E056F,NLI incantation bowl 107 (Ms. Heb. 9467.28),whole_bowl,confirmed,unassessed
IBI-1AF2D2009F51,Apotropaic index ZRL48,uncertain,candidate,unassessed
IBI-1B3C1020F7B0,Waller 2022: AMB 03,whole_bowl,probable,accepted
IBI-1B4164A69AEB,087M,whole_bowl,probable,accepted
IBI-1B7355F5BA43,Waller 2022: Müller-Kessler 2013,whole_bowl,probable,accepted
IBI-1BCA06F4C6A3,NLI incantation bowl 193 (Ms. Heb. 9467.174),whole_bowl,confirmed,unassessed
IBI-1C15BCD14440,Penn 85-48-912: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-1C2970E1B571,British Museum 103358: incantation bowl,whole_bowl,probable,unassessed
IBI-1C2EB1600C9F,British Museum 138177: incantation bowl,whole_bowl,probable,unassessed
IBI-1C5D8BAE830D,Penn B16013: Hebrew Bowl,fragment,candidate,unassessed
IBI-1D51C8E225EE,Apotropaic index Mous155,uncertain,candidate,unassessed
IBI-1D5DB3452BB5,British Museum 91748: incantation bowl,whole_bowl,probable,unassessed
IBI-1D6632625C45,Apotropaic index BM067A,fragment,candidate,unassessed
IBI-1D6F5E86F410,Apotropaic index MS2053/213,uncertain,candidate,unassessed
IBI-1D7983945634,Apotropaic index MNdAO2,uncertain,candidate,unassessed
IBI-1D8AC86E0520,British Museum 117876: incantation bowl,whole_bowl,probable,unassessed
IBI-1DBFD17467EE,093M,whole_bowl,probable,accepted
IBI-1DEFEF3EB62A,Penn B9006: Hebrew Bowl,fragment,candidate,unassessed
IBI-1E5A77A38A23,Freeman's sale 6402 lot 114,whole_bowl,candidate,unassessed
IBI-1E618ED8E0A9,Penn B16003: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-1E6CB815A56E,British Museum 136205: incantation bowl,whole_bowl,probable,unassessed
IBI-1E8BC06AF3C4,JNF 149,lost_or_unlocated,probable,accepted
IBI-1E9210B570BC,Apotropaic index MS2053/184,fragment,candidate,unassessed
IBI-1EBF3D398990,Apollo catalogue 10068 lot 273 component 1,fragment,candidate,unassessed
IBI-1F104D5164E8,British Museum 91721: incantation bowl,whole_bowl,probable,unassessed
IBI-1F14B48CC1F9,Apotropaic index MS2053/151,uncertain,candidate,unassessed
IBI-1F55D319D973,Setdart 2024 lot 84 Byzantine incantation bowl,whole_bowl,candidate,unassessed
IBI-1FE3CC239841,Apotropaic index IM114980,uncertain,candidate,unassessed
IBI-2037A36226CB,016A,whole_bowl,probable,accepted
IBI-20892526C235,NLI incantation bowl 125 (Ms. Heb. 9467.103),whole_bowl,confirmed,unassessed
IBI-208EC97C9987,M25,whole_bowl,probable,unassessed
IBI-20A53178A58B,"Apollo Art Auctions lot 1203, 21 June 2026",whole_bowl,candidate,unassessed
IBI-214D07893EE2,Waller 2022: JNF 124,whole_bowl,probable,accepted
IBI-218DE1BE8204,NLI incantation bowl 80 (Ms. Heb. 9467.140),whole_bowl,confirmed,unassessed
IBI-21905513ABB4,NLI incantation bowl 201 (Ms. Heb. 9467.206),whole_bowl,confirmed,unassessed
IBI-21A82C18C677,British Museum 91759: incantation bowl,whole_bowl,probable,unassessed
IBI-21AC145272C3,Apotropaic index BM055A,fragment,candidate,unassessed
IBI-21B455AEA105,Penn B6351: Hebrew Bowl,fragment,candidate,unassessed
IBI-21B5ECDA71C3,MS 1928/8,whole_bowl,probable,accepted
IBI-21BB929F927B,British Museum 113189: incantation bowl,whole_bowl,probable,unassessed
IBI-21C43CC67547,Apotropaic index MS2053/200,uncertain,candidate,unassessed
IBI-21CC875A95F0,NLI incantation bowl 1 (Ms. Heb. 9467.207),whole_bowl,confirmed,unassessed
IBI-21F04F566A66,Nippur 18N20,whole_bowl,confirmed,accepted
IBI-21F8CFF83258,Penn B2966: Hebrew Bowl,fragment,candidate,unassessed
IBI-220BCFC0023F,Schøyen MS 2053/218 (context citation),uncertain,candidate,unassessed
IBI-220D24A5C807,Waller 2022: JBA 56,whole_bowl,probable,accepted
IBI-223C8B15FFAD,Apotropaic index BM041A,uncertain,candidate,unassessed
IBI-2240A84876B0,Waller 2022: JBA 10,whole_bowl,probable,accepted
IBI-2302CEAE11AF,Penn B16055: Hebrew Bowl,fragment,candidate,unassessed
IBI-232209BCB4D0,NLI incantation bowl 167 (Ms. Heb. 9467.70),whole_bowl,confirmed,unassessed
IBI-232C781BAEC5,Penn B2939: Hebrew Bowl,whole_bowl,candidate,pseudo_script
IBI-2330422E45D9,Deutsch Auction 69 Bidspirit record 87924,whole_bowl,candidate,unassessed
IBI-2344C3FF52B5,Apotropaic index MS2053/273,uncertain,candidate,unassessed
IBI-23A7F361C52B,NLI incantation bowl 25 (Ms. Heb. 9467.98),whole_bowl,confirmed,unassessed
IBI-23A83B02203D,Schøyen MS 2053/168 (context citation),uncertain,candidate,unassessed
IBI-23F08045C39F,British Museum 91750: incantation bowl,whole_bowl,probable,unassessed
IBI-2422A6BE70E3,CBS 16019,whole_bowl,probable,accepted
IBI-24554F13A378,034A,whole_bowl,probable,accepted
IBI-24674D1820C6,Apotropaic index AIT5,uncertain,candidate,unassessed
IBI-24806B38E295,Apotropaic index MSFB23,uncertain,candidate,unassessed
IBI-249B4166F00F,T27993,whole_bowl,probable,accepted
IBI-24A6C8270E2E,Penn B2931: Hebrew Bowl,fragment,candidate,unassessed
IBI-24A9556799DE,Penn B8824: Hebrew Bowl,fragment,candidate,unassessed
IBI-24ACB7015795,Apotropaic index MS2053/61,uncertain,candidate,unassessed
IBI-2548E38191DB,Penn B16067: Hebrew Bowl,fragment,candidate,unassessed
IBI-25B551BD0779,Iraq Museum 114981 / Nippur 18N19,whole_bowl,confirmed,accepted
IBI-25BCE95A8261,Penn B16035: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2607A944A606,099M,whole_bowl,probable,accepted
IBI-260D4E5E5F7D,InscriptiFact dataset 15260313,uncertain,candidate,unassessed
IBI-2615F285A3AD,British Museum 91707: incantation bowl,whole_bowl,probable,unassessed
IBI-2686C627CD27,InscriptiFact dataset 15260312,uncertain,candidate,unassessed
IBI-26A16977EC0F,Catawiki 2022 lot 60577753 pseudo-Mandaic bowl,whole_bowl,candidate,unassessed
IBI-26BDEA55EA1E,CBS 16054,whole_bowl,probable,accepted
IBI-2728C7DFE378,Apotropaic index Mous101,uncertain,candidate,unassessed
IBI-272A802952A9,NLI incantation bowl 159 (Ms. Heb. 9467.39),whole_bowl,confirmed,unassessed
IBI-274C504D8B36,Penn B16040: Hebrew Bowl,fragment,candidate,unassessed
IBI-277022EB0397,Penn B16066: Hebrew Bowl,fragment,candidate,unassessed
IBI-278C08BF8836,Met 32.150.90: Incantation bowl with Aramaic inscription,whole_bowl,probable,accepted
IBI-278D34D3829E,NLI incantation bowl 47 (Ms. Heb. 9467.187),whole_bowl,confirmed,unassessed
IBI-27C6D6615AA5,045A,whole_bowl,probable,accepted
IBI-27E625F08E90,026A,whole_bowl,probable,accepted
IBI-27E9F3EE0B7E,Schøyen MS 2053/24 (context citation),uncertain,candidate,unassessed
IBI-283FD9063B32,Apotropaic index Ellis4,fragment,candidate,unassessed
IBI-284FC36562FD,Penn B16060: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-288831B6B43D,British Museum 113186: incantation bowl,whole_bowl,probable,unassessed
IBI-28AFCD028373,CBS 2963,whole_bowl,probable,accepted
IBI-28C0A68E5312,Apotropaic index GorG,uncertain,candidate,unassessed
IBI-28C98DC174AB,Penn B2959: Hebrew Bowl,fragment,candidate,unassessed
IBI-28CCB551F9CE,Penn 85-48-953: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-28F0AB8A316E,NLI incantation bowl 129 (Ms. Heb. 9467.119),whole_bowl,confirmed,unassessed
IBI-2953DC605502,British Museum 91735: incantation bowl,whole_bowl,probable,unassessed
IBI-29B9C18F60AD,NLI incantation bowl 136 (Ms. Heb. 9467.146),whole_bowl,confirmed,unassessed
IBI-29C586400FE7,Penn B2986: Hebrew Bowl,fragment,candidate,unassessed
IBI-29E94E57E9AB,Penn B313: Hebrew Bowl,fragment,candidate,unassessed
IBI-2A02096BEF0D,Penn B2979: Hebrew Bowl,fragment,candidate,unassessed
IBI-2A492AE90AFC,Penn B6337: Hebrew Bowl,fragment,candidate,unassessed
IBI-2A62E7C24655,Penn B16078: Hebrew Bowl,fragment,candidate,pseudo_script
IBI-2AC4F65B8B41,Apotropaic index JMLB,uncertain,candidate,unassessed
IBI-2AD309D00BD8,Penn B9007: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2AF0C10043BB,British Museum 91755: incantation bowl,whole_bowl,probable,unassessed
IBI-2B02110E6106,041A,whole_bowl,probable,accepted
IBI-2B3A9FEDF6B6,136Ps,whole_bowl,probable,pseudo_script
IBI-2B41E81A39DC,Penn B6340: Hebrew Bowl,fragment,candidate,unassessed
IBI-2BC68A5CB28B,Apotropaic index BM026A,uncertain,candidate,unassessed
IBI-2C29F83F15B7,NLI incantation bowl 101 (Ms. Heb. 9467.92),whole_bowl,confirmed,unassessed
IBI-2C4A68905E21,Penn B2920: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2C7E81F0BF57,Penn B2930: Hebrew Bowl,fragment,candidate,unassessed
IBI-2CD9170DA696,Penn B8694: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2D00C224051D,NLI incantation bowl 142 (Ms. Heb. 9467.169),whole_bowl,confirmed,unassessed
IBI-2D03029F6DEE,Apotropaic index AIT9,uncertain,candidate,unassessed
IBI-2D3CCB46C922,Penn B2965: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2D5171E717C9,Penn B16074: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2D80EA4F1D86,008A,whole_bowl,probable,accepted
IBI-2D89F1AE8B4E,Penn B2927: Hebrew Bowl,fragment,candidate,unassessed
IBI-2DB1150EAABF,056A,whole_bowl,probable,accepted
IBI-2DC78044BAB0,Penn B2942: Hebrew Bowl,fragment,candidate,unassessed
IBI-2DD01E4AEBAA,Penn B16046: Hebrew Bowl,whole_bowl,candidate,pseudo_script
IBI-2DE111D82FEB,Penn B6350: Hebrew Bowl Sherd,fragment,candidate,unassessed
IBI-2E2B0585326F,Apotropaic index BM075A,fragment,candidate,unassessed
IBI-2E43BB30FC0D,Apotropaic index BM047A,fragment,candidate,unassessed
IBI-2E9271010AE9,021A,whole_bowl,probable,accepted
IBI-2EDA3F0CC8FF,NLI incantation bowl 188 (Ms. Heb. 9467.154),whole_bowl,confirmed,unassessed
IBI-2EED9438395D,Penn B16032: Hebrew Bowl,fragment,candidate,unassessed
IBI-2F518E039625,Penn B16097: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-2F865119B495,Velyki Kuchugury Arabic magic bowl,whole_bowl,probable,uncertain
IBI-2F9603FC2573,129Ps,whole_bowl,probable,pseudo_script
IBI-2FBE00255815,011A,whole_bowl,probable,accepted
IBI-2FE301CE0700,NLI incantation bowl 26 (Ms. Heb. 9467.102),whole_bowl,confirmed,unassessed
IBI-2FFC9FF8236D,Penn B9011: Hebrew Bowl,fragment,candidate,unassessed
IBI-302745C14252,British Museum 139523: incantation bowl,whole_bowl,probable,unassessed
IBI-303D33EE1BE4,Waller 2022: S-448,whole_bowl,probable,accepted
IBI-3044FDEF415D,British Museum 91739: incantation bowl; lid,whole_bowl,probable,unassessed
IBI-304663B8D76A,NLI incantation bowl 63 (Ms. Heb. 9467.44),whole_bowl,confirmed,unassessed
IBI-307462D3FF1E,054A,whole_bowl,probable,accepted
IBI-3077C088CF69,Waller 2022: AMB 13,whole_bowl,probable,accepted
IBI-30ADFE79BF8F,Penn B2967: Hebrew Bowl,fragment,candidate,unassessed
IBI-30B4E8189C7A,Apotropaic index BM022A,fragment,candidate,unassessed
IBI-30CBF5B8E3C2,102M,whole_bowl,probable,accepted
IBI-30FB7BC72D53,NLI incantation bowl 126 (Ms. Heb. 9467.107),whole_bowl,confirmed,unassessed
IBI-310095C53E06,Penn B2972: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-3132F3F8C7D4,NLI Klagsbald donation component 4,whole_bowl,candidate,unassessed
IBI-31618FC3F7AF,Archaeological Center Auction 57 lot 442,whole_bowl,candidate,unassessed
IBI-3180DEB24604,Schøyen MS 2053/14 (context citation),uncertain,candidate,unassessed
IBI-3192995163A4,Nippur 18N98,whole_bowl,confirmed,accepted
IBI-319F3DE276D8,Waller 2022: Isbell 09,whole_bowl,probable,accepted
IBI-31C352BFECD2,060A,whole_bowl,probable,accepted
IBI-31C3A4F59439,Waller 2022: Isbell 51,whole_bowl,probable,accepted
IBI-3215D0FCF59D,NLI incantation bowl 78 (Ms. Heb. 9467.132),whole_bowl,confirmed,unassessed
IBI-322709A42431,Penn B2351: Sherd,fragment,candidate,unassessed
IBI-325647D3DF8D,CBS 2972 [Montgomery text 28],whole_bowl,probable,accepted
IBI-3264A74D6009,Penn B16058: Hebrew Bowl,fragment,candidate,unassessed
IBI-329D7C137A72,British Museum 91713: incantation bowl,whole_bowl,probable,unassessed
IBI-32E80C06D6CC,Penn B16096: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-32F8164EAC5E,British Museum 91720: incantation bowl,whole_bowl,probable,unassessed
IBI-3302F57D7AE1,Apotropaic index AIT19,uncertain,candidate,unassessed
IBI-3322C751E92E,Penn B2943: Hebrew Bowl,fragment,candidate,unassessed
IBI-333CFA8C8FBF,Penn 85-48-916: Hebrew Bowl,fragment,candidate,unassessed
