id,label,object_type,record_status,authenticity
IBI-683DEE5EB7BA,122Ps,whole_bowl,probable,pseudo_script
IBI-686F34EE247B,NLI incantation bowl 16 (Ms. Heb. 9467.61),whole_bowl,confirmed,unassessed
IBI-68A32545462E,Waller 2022: M 6,whole_bowl,probable,accepted
IBI-68D0AE18B550,NLI incantation bowl 110 (Ms. Heb. 9467.42),whole_bowl,confirmed,unassessed
IBI-6918D270707A,Waller 2022: JBA 09,whole_bowl,probable,accepted
IBI-691D04D6C1D1,Penn B16017: Hebrew Bowl,fragment,candidate,unassessed
IBI-69255EEE1854,Heritage Auctions 2008 lot 98083,whole_bowl,candidate,unassessed
IBI-692F8E9AEF80,Apotropaic index Gor10,uncertain,candidate,unassessed
IBI-69947100356A,006A,whole_bowl,probable,accepted
IBI-69BD5A4C197B,NLI incantation bowl 74 (Ms. Heb. 9467.124),whole_bowl,confirmed,unassessed
IBI-69CDF063CE1C,British Museum 117872: incantation bowl,whole_bowl,probable,unassessed
IBI-69CFC1400A1D,Waller 2022: M 142,whole_bowl,probable,accepted
IBI-69D6B3739EA2,Penn B16012: Hebrew Bowl,fragment,candidate,unassessed
IBI-6A24B33718DB,Apotropaic index BM044A,fragment,candidate,unassessed
IBI-6A3D928A2501,Hilprecht Collection HS 3029,whole_bowl,confirmed,accepted
IBI-6A5B95130C25,Davidovitz popularity-and-success bowl,whole_bowl,probable,unassessed
IBI-6A898071715D,Apotropaic index MSFB27,uncertain,candidate,unassessed
IBI-6A9034D26F19,NLI incantation bowl 58 (Ms. Heb. 9467.52),whole_bowl,confirmed,unassessed
IBI-6AB1C3C19294,British Museum Rm-III.29-30: incantation bowl,whole_bowl,probable,unassessed
IBI-6ADE7D036DA0,British Museum 91777: incantation bowl,whole_bowl,probable,unassessed
IBI-6AE031E07D30,100M,whole_bowl,probable,accepted
IBI-6AEF476E4E4C,InscriptiFact dataset 110214169,uncertain,candidate,unassessed
IBI-6B180132497C,LMU incantation bowl project component 4,whole_bowl,candidate,unassessed
IBI-6B9FC4A844C6,NLI incantation bowl 212 (Ms. Heb. 9467.22),whole_bowl,confirmed,unassessed
IBI-6BBB445849BC,Apotropaic index BM028A,uncertain,candidate,unassessed
IBI-6BE6D619D1CF,Apotropaic index BM012A,fragment,candidate,unassessed
IBI-6BEC680B1365,M154,whole_bowl,probable,unassessed
IBI-6BFAD1AD6664,JNF 125,lost_or_unlocated,probable,accepted
IBI-6C27E5474140,Penn B16052: Hebrew Bowl,fragment,candidate,unassessed
IBI-6C4D8112FFE2,CBS 16006,whole_bowl,probable,accepted
IBI-6C8ABCC45C7C,Hilprecht Collection HS 3036,whole_bowl,confirmed,accepted
IBI-6CCE263ECF3D,NLI incantation bowl 93 (Ms. Heb. 9467.192),whole_bowl,confirmed,unassessed
IBI-6CD6137EB7E6,092M,whole_bowl,probable,accepted
IBI-6CF4D7A637A1,NLI incantation bowl 17 (Ms. Heb. 9467.65),whole_bowl,confirmed,unassessed
IBI-6CF4E4167D3E,Apotropaic index GorB,uncertain,candidate,unassessed
IBI-6D8EB3072104,NLI incantation bowl 67 (Ms. Heb. 9467.80),whole_bowl,confirmed,unassessed
IBI-6DC11F8D3494,Apotropaic index MS2053/280,uncertain,candidate,unassessed
IBI-6E087B8C539F,CBS 16097,whole_bowl,probable,accepted
IBI-6E39509C0A3D,132Ps,whole_bowl,probable,pseudo_script
IBI-6E4DCD510E4B,JNF 152,lost_or_unlocated,probable,accepted
IBI-6E91E5BC2104,NLI incantation bowl 170 (Ms. Heb. 9467.81),whole_bowl,confirmed,unassessed
IBI-6ECF7BBA5A74,NLI incantation bowl 45 (Ms. Heb. 9467.179),whole_bowl,confirmed,unassessed
IBI-6EDBD224265D,BM 91776,whole_bowl,probable,accepted
IBI-6EDC36067929,NLI incantation bowl 32 (Ms. Heb. 9467.126),whole_bowl,confirmed,unassessed
IBI-6F09DFD10EC4,British Museum 127397: incantation bowl,whole_bowl,probable,unassessed
IBI-6F17044971CD,Hilprecht Collection HS 3067 fragment,fragment,confirmed,accepted
IBI-6F29DE6CB2A3,Penn B9004: Hebrew Bowl,fragment,candidate,unassessed
IBI-6F5058101C90,Apotropaic index Ellis5,uncertain,candidate,unassessed
IBI-6F774DF56560,Apotropaic index BM070A,fragment,candidate,unassessed
IBI-6F7988CFF562,083M,whole_bowl,probable,accepted
IBI-6F82CB1B2935,047A,whole_bowl,probable,accepted
IBI-6F91666B40A7,Apotropaic index BM046A,fragment,candidate,unassessed
IBI-6F96AEDF4945,Schøyen MS 2053/1 (context citation),uncertain,candidate,unassessed
IBI-6F98412BF44D,Waller 2022: VA 2416,whole_bowl,probable,accepted
IBI-6FA7E982BF0B,NLI incantation bowl 69 (Ms. Heb. 9467.17),whole_bowl,confirmed,unassessed
IBI-6FABD77BF235,British Museum 102581: incantation bowl,whole_bowl,probable,unassessed
IBI-6FF335082D5F,Apotropaic index IM9736,fragment,candidate,unassessed
IBI-707CAB497217,British Museum 102584: incantation bowl,whole_bowl,probable,unassessed
IBI-70A33619FA7E,Penn B8702: Hebrew Bowl,fragment,candidate,unassessed
IBI-70CE0F40E409,Penn B2977: Hebrew Bowl,fragment,candidate,unassessed
IBI-70F13CE9430F,NLI incantation bowl 60 (Ms. Heb. 9467.68),whole_bowl,confirmed,unassessed
IBI-71268FC381A8,Penn B6335: Hebrew Bowl,fragment,candidate,unassessed
IBI-71275D19F5D2,Artemis Gallery item 153273 — Bidsquare 1845576,whole_bowl,candidate,unassessed
IBI-719DCF8C9757,NLI incantation bowl 50 (Ms. Heb. 9467.199),whole_bowl,confirmed,unassessed
IBI-7202460CF53F,Penn B16014: Hebrew Bowl,fragment,candidate,unassessed
IBI-7221ABC87DD6,NLI incantation bowl 81 (Ms. Heb. 9467.144),whole_bowl,confirmed,unassessed
IBI-724AC11312AB,Royal Ontario Museum DA 4,whole_bowl,confirmed,accepted
IBI-72719DB2F6BE,NLI incantation bowl 104 (Ms. Heb. 9467.13),whole_bowl,confirmed,unassessed
IBI-72847F594F9C,MS 1928/54,whole_bowl,probable,accepted
IBI-72871546D7BB,NLI incantation bowl 211 (Ms. Heb. 9467.14),whole_bowl,confirmed,unassessed
IBI-72C2FEA80E01,Penn B9018: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-72FEFF11F8A7,Penn B16044: Hebrew Bowl,fragment,candidate,unassessed
IBI-730F26F11354,NLI incantation bowl 40 (Ms. Heb. 9467.159),whole_bowl,confirmed,unassessed
IBI-73216B6C3FD7,NLI incantation bowl 94 (Ms. Heb. 9467.196),whole_bowl,confirmed,unassessed
IBI-73425D0E99C6,Schøyen MS 2053/238 (context citation),uncertain,candidate,unassessed
IBI-7346BB53B72D,British Museum 103359: incantation bowl,whole_bowl,probable,unassessed
IBI-73933652D077,002A,whole_bowl,probable,accepted
IBI-7394BFD7A73B,Iraq Museum IM 76106 / Nippur 11 N78,whole_bowl,probable,unassessed
IBI-7395CFCC8BBD,NLI incantation bowl 76 (Ms. Heb. 9467.116),whole_bowl,confirmed,unassessed
IBI-73D2DAE13663,069A,whole_bowl,probable,accepted
IBI-740D6F751B98,Apotropaic index BM050A,fragment,candidate,unassessed
IBI-74625165CE1F,CBS 16009,whole_bowl,probable,accepted
IBI-7483C18A7D30,"British Museum 1980,0415.31.e: incantation bowl",whole_bowl,probable,unassessed
IBI-748B22D39260,British Museum 91719: incantation bowl,whole_bowl,probable,unassessed
IBI-74947CF1C998,Apotropaic index BM031A,fragment,candidate,unassessed
IBI-74B3A0AA8A87,British Museum 117882: incantation bowl; lid,whole_bowl,probable,unassessed
IBI-74D92579EF70,Penn B16011: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-75154F6F38E4,Apotropaic index BM032A,fragment,candidate,unassessed
IBI-7575F61C0341,Penn B6342: Hebrew Bowl Sherd,fragment,candidate,unassessed
IBI-75FA7EAA1BF4,Penn B2944: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-761FF5C3F057,020A,whole_bowl,probable,accepted
IBI-762F23251BD0,Apotropaic index IM9737,uncertain,candidate,unassessed
IBI-763438F34FF1,Apotropaic index MS1927/5,uncertain,candidate,unassessed
IBI-765368D92A2B,Apotropaic index Mous149,uncertain,candidate,unassessed
IBI-766C8AAE7C05,135Ps,whole_bowl,probable,pseudo_script
IBI-7680B927BB2F,CBS 8693,whole_bowl,probable,accepted
IBI-76A1BD1CA1A4,Penn B16002: Hebrew Bowl,fragment,candidate,pseudo_script
IBI-76B1288C73F4,YBC 2357,whole_bowl,probable,accepted
IBI-76DD89B4A04F,CBS 16014,whole_bowl,candidate,accepted
IBI-76FB63CDA695,Penn B16086: Hebrew Bowl,fragment,candidate,unassessed
IBI-7705A74EC455,Waller 2022: CAMIB 72,whole_bowl,probable,accepted
IBI-770EFE0D1A29,017A,whole_bowl,probable,accepted
IBI-77314E5A3199,Waller 2022: IM 9736,whole_bowl,probable,accepted
IBI-7736310A8752,CBS 16007,whole_bowl,probable,accepted
IBI-77584E7FC2CA,British Museum 91781: incantation bowl,whole_bowl,probable,unassessed
IBI-778D533455D4,British Museum 93514: incantation bowl; lid,whole_bowl,probable,unassessed
IBI-77A885AF1965,Penn B8701: Hebrew Bowl,fragment,candidate,unassessed
IBI-77AF26949E80,Apotropaic index BM010A,fragment,candidate,unassessed
IBI-77E84A2CC99D,Penn B8823: Hebrew Bowl,fragment,candidate,unassessed
IBI-7801EB9E36C2,Penn B16057: Hebrew Bowl,fragment,candidate,unassessed
IBI-7809B8513409,British Museum 103357: incantation bowl,whole_bowl,probable,unassessed
IBI-784A76964A74,NLI incantation bowl 113 (Ms. Heb. 9467.55),whole_bowl,confirmed,unassessed
IBI-7884182D0362,Waller 2022: JBA 90,whole_bowl,probable,accepted
IBI-7895CC72B849,State Hermitage Museum S-448,whole_bowl,confirmed,accepted
IBI-78BDAC8F3B1B,NLI incantation bowl 214 (Ms. Heb. 9467.32),whole_bowl,confirmed,unassessed
IBI-790A43FE121F,Di Castro Collection Arabic incantation bowl,whole_bowl,probable,unassessed
IBI-793E7D2CCAFD,Apollo Art Auctions lot 917 warrior bowl — Barnebys appearance,whole_bowl,candidate,unassessed
IBI-798DF2BF6161,Penn 85-48-899: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-7999E0D9422D,Apotropaic index MS2053/193,uncertain,candidate,unassessed
IBI-799AE236CDBB,Archaeological Center Auction 57 lot 441,whole_bowl,candidate,unassessed
IBI-79A4D3B0726E,NLI incantation bowl 64 (Ms. Heb. 9467.60),whole_bowl,confirmed,unassessed
IBI-79CB88572315,LiveAuctioneers item 232753117,whole_bowl,candidate,unassessed
IBI-79D32E0C0500,Penn B2971: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-79F6219800CC,Apotropaic index CAIB67,uncertain,candidate,unassessed
IBI-7A467A8AACE3,Penn B6345: Hebrew Bowl,fragment,candidate,unassessed
IBI-7A65D1FE72ED,JNF 18,lost_or_unlocated,probable,accepted
IBI-7A94ED1805A5,114M,whole_bowl,probable,accepted
IBI-7AB2CDFBCADC,Waller 2022: M 123,whole_bowl,probable,accepted
IBI-7ABA09FA264D,Apotropaic index Mous2,uncertain,candidate,unassessed
IBI-7AF2C3E31FDD,British Museum 91708: incantation bowl,whole_bowl,probable,unassessed
IBI-7B5F55D0F6C7,Apotropaic index AMBB12b,uncertain,candidate,unassessed
IBI-7B5FC6F7A0FA,British Museum 91726: incantation bowl,whole_bowl,probable,unassessed
IBI-7B609238A08D,Apotropaic index ABB,uncertain,candidate,unassessed
IBI-7B7F91559A1C,Magnes Collection MC 77.233,whole_bowl,probable,unassessed
IBI-7B9A81135B29,Waller 2022: JBA 01,whole_bowl,probable,accepted
IBI-7BCBBD6A6A80,British Museum 91724: incantation bowl,whole_bowl,probable,unassessed
IBI-7BD7F0E6C60E,NLI incantation bowl 103 (Ms. Heb. 9467.9),whole_bowl,confirmed,unassessed
IBI-7BEE2637A6E3,NLI incantation bowl 179 (Ms. Heb. 9467.117),whole_bowl,confirmed,unassessed
IBI-7BFAF3E1718C,Waller 2022: CAMIB 43,whole_bowl,probable,accepted
IBI-7C1BFCA908F2,Penn B2963A: Hebrew Bowl,fragment,candidate,unassessed
IBI-7C446F6E0A21,085M,whole_bowl,probable,accepted
IBI-7C5D3911148E,Penn B16028: Hebrew Bowl,fragment,candidate,unassessed
IBI-7C6E06AF5A4D,Montgomery 1913 no. 42: unlocated possible bowl text from Gottheil copy,uncertain,candidate,uncertain
IBI-7C8AF79EC8C6,Penn 85-48-915: Hebrew Bowl,fragment,candidate,unassessed
IBI-7C8C513C8C12,Apotropaic index Mous142,uncertain,candidate,unassessed
IBI-7C92CE21BB01,Penn B8835: Hebrew Bowl,fragment,candidate,unassessed
IBI-7CBFFEC3A2FE,British Museum 91712: incantation bowl,whole_bowl,probable,unassessed
IBI-7D0085FFB227,Hilprecht Collection HS 3019,whole_bowl,confirmed,accepted
IBI-7D4797212D4C,British Museum 91728: incantation bowl,whole_bowl,probable,unassessed
IBI-7D489FCC0799,Penn B2960: Hebrew Bowl,fragment,candidate,unassessed
IBI-7DAD76C36F8E,MS 2053/196: Incantation Bowl: Earliest Hewbrew Text Examples,whole_bowl,probable,accepted
IBI-7E2150B4925C,Apotropaic index MS2053/165,uncertain,candidate,unassessed
IBI-7E3DBF7BAC14,Penn B16075: Hebrew Bowl,fragment,candidate,unassessed
IBI-7E45ADDF121D,Apotropaic index GelB,uncertain,candidate,unassessed
IBI-7ED46612578B,Apotropaic index MSFB22,uncertain,candidate,unassessed
IBI-7EE6B714A1A1,Penn B16056: Hebrew Bowl,fragment,candidate,unassessed
IBI-7F04261178CB,CBS 16087,whole_bowl,probable,accepted
IBI-7F2C7C91BD32,Catawiki/Barnebys 2025 lot mx2DTW9-621490181,whole_bowl,candidate,unassessed
IBI-7F45E9808B4D,CBS 85-48-914,whole_bowl,probable,accepted
IBI-7F7DB35F6EFA,NLI incantation bowl 155 (Ms. Heb. 9467.20),whole_bowl,confirmed,unassessed
IBI-7FD16B24CE37,Penn 53-11-183: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-8059813DF1C5,Waller 2022: Isbell 52,whole_bowl,probable,accepted
IBI-80A2CB091A04,Waller 2022: JBA 31,whole_bowl,probable,accepted
IBI-80E139281335,Apotropaic index 1932.619,fragment,candidate,unassessed
IBI-812A2B38A50E,Penn B9016: Hebrew Bowl,fragment,candidate,unassessed
IBI-8176C19CFDAF,NLI incantation bowl 41 (Ms. Heb. 9467.163),whole_bowl,confirmed,unassessed
IBI-817B3324D21D,Vorderasiatisches Museum VA Bab 02836,whole_bowl,confirmed,accepted
IBI-81AE4E796DC4,Apotropaic index MS2053/55,fragment,candidate,unassessed
IBI-81D1B97CB192,NLI incantation bowl 55 (Ms. Heb. 9467.31),whole_bowl,confirmed,unassessed
IBI-81EDA3CB0E4B,Catawiki lot 68030117,whole_bowl,candidate,unassessed
IBI-81FDC4078390,British Museum 128578: incantation bowl,whole_bowl,probable,unassessed
IBI-82E0C40BE6C7,015A,whole_bowl,probable,accepted
IBI-831C58240DC0,NLI incantation bowl 149 (Ms. Heb. 9467.197),whole_bowl,confirmed,unassessed
IBI-83474AFCE4F8,MS 2055/24,whole_bowl,probable,accepted
IBI-834E8999515E,Penn B2918: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-83915232010B,Waller 2022: CAMIB 73,whole_bowl,probable,accepted
IBI-83A0A347B7C4,Moussaieff 164,whole_bowl,probable,unassessed
IBI-83E3E5673339,Apotropaic index MSFB18,uncertain,candidate,unassessed
IBI-83EFA38D9260,Apollo catalogue 10068 lot 270 component 1,fragment,candidate,unassessed
IBI-84068198E4A7,Waller 2022: Isbell 10,whole_bowl,probable,accepted
IBI-8430D0065670,Apotropaic index MS1927/39,uncertain,candidate,unassessed
IBI-843CFCE02D20,State Hermitage Museum S-447,whole_bowl,confirmed,accepted
IBI-844F7374DC37,Apollo catalogue 10068 lot 270 component 2,fragment,candidate,unassessed
IBI-84598A59426E,T27989,whole_bowl,probable,accepted
IBI-847BA478D9ED,Waller 2022: JBA 06,whole_bowl,probable,accepted
IBI-84940DBA48F7,Waller 2022: S-447,whole_bowl,probable,accepted
IBI-84A0257C12CF,Apotropaic index BM049A,fragment,candidate,unassessed
IBI-84F3B62E7C51,Apotropaic index Gor7,uncertain,candidate,unassessed
IBI-84F3D6311D64,Penn B16088: Hebrew Bowl,fragment,candidate,pseudo_script
IBI-84F6B8FD30B3,CBS 16018 [Montgomery text 19],whole_bowl,probable,accepted
IBI-8516931DE44E,Isbell 1975 bowl 23 / AIT 12 — COJS translation appearance,whole_bowl,confirmed,accepted
IBI-85A9ED12421A,Waller 2022: JBA 55,whole_bowl,probable,accepted
IBI-85C8219A7F74,Waller 2022: JBA 95,whole_bowl,probable,accepted
IBI-85CF9D30BA6E,Schøyen MS 2053/7 (context citation),uncertain,candidate,unassessed
IBI-85F852645114,Penn B2938: Hebrew Bowl Sherds,fragment,candidate,unassessed
IBI-86CA10424E8F,126Ps,whole_bowl,probable,pseudo_script
IBI-871A5CC64C08,NLI incantation bowl 118 (Ms. Heb. 9467.75),whole_bowl,confirmed,unassessed
IBI-87227EEFF156,"British Museum 1980,0415.31.s: incantation bowl",whole_bowl,probable,unassessed
IBI-8745953F454E,NLI incantation bowl 84 (Ms. Heb. 9467.156),whole_bowl,confirmed,unassessed
IBI-8746509B00D1,Waller 2022: JBA 04,whole_bowl,probable,accepted
IBI-874E34F7B3B5,"British Museum 1957-9-25,1 — deities and toponyms bowl",whole_bowl,probable,unassessed
IBI-8750B6F61AFD,111M,whole_bowl,probable,accepted
IBI-87782BA285D5,Apotropaic index GorC,uncertain,candidate,unassessed
IBI-878D276D0136,Apotropaic index MS2053/190,uncertain,candidate,unassessed
IBI-87B3F205EF11,British Museum 117878: incantation bowl,whole_bowl,probable,unassessed
IBI-87CCB1D1D1FC,Apotropaic index AIT16,uncertain,candidate,unassessed
IBI-88103E2EB680,CBS 8694,whole_bowl,probable,accepted
IBI-8831874BC0D0,Penn B8698: Hebrew Bowl,fragment,candidate,unassessed
IBI-884C0EC644E9,110M,whole_bowl,probable,accepted
IBI-88505642BE2E,044A,whole_bowl,probable,accepted
IBI-88D1937D3ED2,Hilprecht Collection HS 3031,whole_bowl,confirmed,accepted
IBI-88D53AE086DE,118ES,whole_bowl,probable,accepted
IBI-88FBB367AF36,Apotropaic index Mous123,uncertain,candidate,unassessed
IBI-890CF7818665,IM 60960,whole_bowl,probable,accepted
IBI-8919DB3E898E,Penn B6341: Hebrew Bowl,fragment,candidate,unassessed
IBI-89364EC487FF,LMU incantation bowl project component 1,whole_bowl,candidate,unassessed
IBI-893BE95F307C,Apotropaic index IM62265,uncertain,candidate,unassessed
IBI-898A714F8DDE,Penn B16069: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-898FA72381ED,Penn B8691: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-8997E7C02290,British Museum 117874: incantation bowl,whole_bowl,probable,unassessed
IBI-89D70498E475,Christie's 2000 lot 734 / Artemis Gallery item 146419,whole_bowl,probable,unassessed
IBI-8A079736CDD6,NLI incantation bowl 38 (Ms. Heb. 9467.151),whole_bowl,confirmed,unassessed
IBI-8A3BAEA23243,Waller 2022: M 108,whole_bowl,probable,accepted
IBI-8A414E482E1F,NLI incantation bowl 53 (Ms. Heb. 9467.21),whole_bowl,confirmed,unassessed
IBI-8A764F35A774,Apotropaic index ABF,uncertain,candidate,unassessed
IBI-8A9E737C9252,Penn B13190: Hebrew Bowl,fragment,candidate,unassessed
IBI-8AB643D0833F,Penn B8827: Hebrew Bowl,fragment,candidate,unassessed
IBI-8ADDEA9CC8CC,036A,whole_bowl,probable,accepted
IBI-8B111BFD04DA,Apotropaic index GorE,uncertain,candidate,unassessed
IBI-8B4301E118EE,Apotropaic index 1931.175,fragment,candidate,unassessed
IBI-8BD97D622B48,T27996,whole_bowl,probable,accepted
IBI-8C00422B6E33,138Ps,whole_bowl,probable,pseudo_script
IBI-8C0760129E59,Penn B8825: Hebrew Bowl,fragment,candidate,unassessed
IBI-8C0AC5D39D04,115M,whole_bowl,probable,accepted
IBI-8C2D4494C773,British Museum 91732: incantation bowl,whole_bowl,probable,unassessed
IBI-8C33CF70266B,MS 2053/198: Incantation Bowl To Ward Against Demons,whole_bowl,probable,accepted
IBI-8C5D24A42E37,Penn 85-48-913: Hebrew Bowl,whole_bowl,candidate,pseudo_script
IBI-8CB0CA407E6E,British Museum 117827: incantation bowl,whole_bowl,probable,unassessed
IBI-8CE1A46F46E2,Smithsonian NMNH Syriac bowl nmnhanthropology_8046135,whole_bowl,confirmed,accepted
IBI-8CE840CF9115,109M,whole_bowl,probable,accepted
IBI-8D435836FB42,Moussaieff unnumbered B,whole_bowl,probable,unassessed
IBI-8D49D8735E51,NLI incantation bowl 75 (Ms. Heb. 9467.128),whole_bowl,confirmed,unassessed
IBI-8D4A2D8DC7DA,British Museum 135563: incantation bowl,whole_bowl,probable,unassessed
IBI-8D512FDF86E0,061A,whole_bowl,probable,accepted
IBI-8D5D7E958737,British Museum 117885: incantation bowl,whole_bowl,probable,unassessed
IBI-8D8C026752CF,Penn B16006: Hebrew Bowl,fragment,candidate,unassessed
IBI-8D915E3AD761,British Museum 91780: incantation bowl,whole_bowl,probable,unassessed
IBI-8D98BEE1638B,British Museum 91749: incantation bowl; lid,whole_bowl,probable,unassessed
IBI-8DA204C6914A,Archaeological Center Auction 57 lot 440,whole_bowl,candidate,unassessed
IBI-8DBB2FDDBA64,British Museum 139524: incantation bowl,whole_bowl,probable,unassessed
IBI-8DF5C0C9CF56,Schøyen MS 2053/158 (context citation),uncertain,candidate,unassessed
IBI-8E0BB84CFA0F,Penn B16062: Hebrew Bowl,fragment,candidate,unassessed
IBI-8E5308A4A137,Penn B314: Hebrew Bowl,fragment,candidate,unassessed
IBI-8ED4E00D808D,Apotropaic index AMBB3,uncertain,candidate,unassessed
IBI-8EDCA2132C79,British Museum 113188: incantation bowl,whole_bowl,probable,unassessed
IBI-8F0705B6C26E,Apotropaic index BM037A,uncertain,candidate,unassessed
IBI-8F385B2EB6F2,Apotropaic index MS2053/86,uncertain,candidate,unassessed
IBI-8F9BDB64CD08,Apotropaic index BM043A,uncertain,candidate,unassessed
IBI-8FDA7C4C0FF6,Yale Babylonian Collection YBC 15334,whole_bowl,confirmed,accepted
IBI-8FE3072526F1,Apotropaic index VA3853,uncertain,candidate,unassessed
IBI-9025903BB357,Rav Mešaršia son of Qaqay incantation bowl,lost_or_unlocated,probable,accepted
IBI-9078953DB2E7,Barakat Gallery X.0552,whole_bowl,probable,unassessed
IBI-907E7D4A3B11,Penn B9009: Hebrew Bowl,fragment,candidate,unassessed
IBI-90833A9B7D36,Apotropaic index BM062A,fragment,candidate,unassessed
IBI-9092CCC4D2C5,NLI incantation bowl 208 (Ms. Heb. 9467.4),whole_bowl,confirmed,unassessed
IBI-90A3DFF32458,MS 2053/132,whole_bowl,probable,accepted
IBI-90B88EACB9FB,018A,whole_bowl,probable,accepted
IBI-90C14612734A,Waller 2022: Müller-Kessler 1994: B2,whole_bowl,probable,accepted
IBI-90D234EC291A,Apotropaic index AMBB7,uncertain,candidate,unassessed
IBI-90E31133B7AB,Schøyen MS 2053/223 (context citation),uncertain,candidate,unassessed
IBI-90E3D2265AC0,MS 2056/12: Zoroastrian Incantations Against Demons,whole_bowl,probable,accepted
IBI-90E4425BBD7D,Waller 2022: IM 212093,whole_bowl,probable,accepted
IBI-90EB147AD3EE,"British Museum 1980,0415.31.J: incantation bowl",whole_bowl,probable,unassessed
IBI-912F8F881E20,Apotropaic index AIT30,uncertain,candidate,unassessed
IBI-915C0B323E6F,NLI incantation bowl 92 (Ms. Heb. 9467.188),whole_bowl,confirmed,unassessed
IBI-917276249B87,CBS 2923,whole_bowl,probable,accepted
IBI-917397575566,CBS 16041,whole_bowl,probable,accepted
IBI-917B397C66C2,NLI incantation bowl 35 (Ms. Heb. 9467.138),whole_bowl,confirmed,unassessed
IBI-92002BD6064C,Apotropaic index Gor9,uncertain,candidate,unassessed
IBI-924B5252E5D5,Nippur Excavation 9,whole_bowl,probable,accepted
IBI-92B15B350110,Apotropaic index BM036A,uncertain,candidate,unassessed
IBI-92F5B3CC2C41,British Museum 136203: incantation bowl,whole_bowl,probable,unassessed
IBI-93050DC592D4,NLI incantation bowl 43 (Ms. Heb. 9467.171),whole_bowl,confirmed,unassessed
IBI-933883363140,Apotropaic index Mous138,uncertain,candidate,unassessed
IBI-935680A3E627,Penn B16031: Hebrew Bowl,fragment,candidate,unassessed
IBI-935792C842AB,Apotropaic index MS2053/103,uncertain,candidate,unassessed
IBI-93762BB9D0E1,TimeLine Auctions lot 1077 component 1 faint-script bowl,whole_bowl,candidate,unassessed
IBI-93D8D01109BC,HS 3056,whole_bowl,probable,accepted
IBI-93D8EFA6B3C3,British Museum 91771: incantation bowl,whole_bowl,probable,unassessed
IBI-948D89090FA8,Penn B16008: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-94A458622B13,Apotropaic index MS1927/8,uncertain,candidate,unassessed
IBI-950537E68315,British Museum 127396 (Segal 021A),whole_bowl,confirmed,accepted
IBI-9522B8791237,LMU incantation bowl project component 3,whole_bowl,candidate,unassessed
IBI-95409522D6EC,Bonhams bonham10350 lot 58 fragment,fragment,candidate,unassessed
IBI-9548EB8935E2,Apotropaic index CAIB66,uncertain,candidate,unassessed
IBI-9569F656CA93,Apotropaic index MS1911/1,uncertain,candidate,unassessed
IBI-95B32DB89DA3,NLI incantation bowl 114 (Ms. Heb. 9467.59),whole_bowl,confirmed,unassessed
IBI-95E9F42816BF,Schøyen MS 2053/70 (context citation),uncertain,candidate,unassessed
IBI-95F84D41DE59,Apotropaic index BM038A,uncertain,candidate,unassessed
IBI-96231E65950A,Apotropaic index Gor1,uncertain,candidate,unassessed
IBI-9625CFD9198C,British Museum 91717: incantation bowl,whole_bowl,probable,unassessed
IBI-963564D9179D,NLI incantation bowl 39 (Ms. Heb. 9467.155),whole_bowl,confirmed,unassessed
IBI-96661F866A76,Erbil Civilization Museum incantation bowl (2016 display),whole_bowl,confirmed,uncertain
IBI-967FFF92E37F,Waller 2022: JBA 116,whole_bowl,probable,accepted
IBI-96BF25574EC7,133Ps,whole_bowl,probable,pseudo_script
IBI-96C65489B296,Penn 85-48-907: Hebrew Bowl,whole_bowl,candidate,unassessed
IBI-96E0594FD57F,Penn B13193: Hebrew Bowl,fragment,candidate,unassessed
IBI-96F3DBB22B61,Apotropaic index MS1928/8,uncertain,candidate,unassessed
IBI-9746820141A2,Jewish Museum of Switzerland JMS 1973-2,whole_bowl,confirmed,accepted
IBI-974F2B5B0B55,CBS 16086,whole_bowl,probable,accepted
IBI-9758D297FB44,British Museum 117826: incantation bowl,whole_bowl,probable,unassessed
IBI-97EA83DC09F6,Apotropaic index AIT6,uncertain,candidate,unassessed
IBI-97ED0532D516,Hilprecht Collection HS 3038,whole_bowl,confirmed,accepted
IBI-986201E25DF1,NLI incantation bowl 106 (Ms. Heb. 9467.23),whole_bowl,confirmed,unassessed
IBI-9864B55DD2CF,Waller 2022: Isbell 55,whole_bowl,probable,accepted
IBI-98DF11F7A9FF,Apotropaic index MS2053/33,uncertain,candidate,unassessed
IBI-98E2E65877A9,Penn B16065: Hebrew Bowl,fragment,candidate,unassessed
IBI-996580409AEC,Kelsey Museum TMA 1931.455 / KM 31455,whole_bowl,confirmed,pseudo_script
IBI-99A827DC94C1,British Museum 91762: incantation bowl,whole_bowl,probable,unassessed
IBI-99CA1DB9C484,M139,whole_bowl,probable,unassessed
IBI-9A21342C5663,Apotropaic index MS2053/258,uncertain,candidate,unassessed
